Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,EXOTemp_C_1,EXOCond_uScm_1,EXOSpCond_uScm_1,EXOTDS_mgL_1,EXODOsat_percent_1,EXODO_mgL_1,EXOChla_RFU_1,EXOChla_ugL_1,EXOBGAPC_RFU_1,EXOBGAPC_ugL_1,EXOfDOM_RFU_1,EXOfDOM_QSU_1,EXOPressure_psi_1,EXODepth_m_1,EXOBattery_V_1,EXOCablepower_V_1,EXOWiper_V_1,EXOTemp_C_9,EXOCond_uScm_9,EXOSpCond_uScm_9,EXOTDS_mgL_9,EXODOsat_percent_9,EXODO_mgL_9,EXOfDOM_RFU_9,EXOfDOM_QSU_9,EXOPressure_psi_9,EXODepth_m_9,EXOBattery_V_9,EXOCablepower_V_9,EXOWiper_V_9,LvlPressure_psi_13,LvlDepth_m_13,LvlTemp_C_13,RECORD,CR3000Battery_V,CR3000Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_EXOTemp_C_1,Flag_EXOCond_uScm_1,Flag_EXOSpCond_uScm_1,Flag_EXOTDS_mgL_1,Flag_EXODOsat_percent_1,Flag_EXODO_mgL_1,Flag_EXOChla_RFU_1,Flag_EXOChla_ugL_1,Flag_EXOBGAPC_RFU_1,Flag_EXOBGAPC_ugL_1,Flag_EXOfDOM_RFU_1,Flag_EXOfDOM_QSU_1,Flag_EXOPressure_psi_1,Flag_EXODepth_m_1,Flag_EXOBattery_V_1,Flag_EXOCablepower_V_1,Flag_EXOWiper_V_1,Flag_EXOTemp_C_9,Flag_EXOCond_uScm_9,Flag_EXOSpCond_uScm_9,Flag_EXOTDS_mgL_9,Flag_EXODOsat_percent_9,Flag_EXODO_mgL_9,Flag_EXOfDOM_RFU_9,Flag_EXOfDOM_QSU_9,Flag_EXOPressure_psi_9,Flag_EXODepth_m_9,Flag_EXOBattery_V_9,Flag_EXOCablepower_V_9,Flag_EXOWiper_V_9,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
CCR,51,2025-01-16 01:10:00,NA,2.670953,2.84765,2.838312,2.859033,2.933252,2.918848,2.981592,3.023523,3.095605,3.092706,3.23623,3.594354,2.901,79.78,138.05,89.73,99.21,13.39,0.79,3.49,2.39,2.34,5.18,15.43,2.41,1.697,5.82,12.73,1.2,3.041,81.72,140.76,91.49,95.34,12.82,5.46,16.82,12.65,8.897,3.13,12.71,1.2,24.88172,17.530415826000002,3.879471,65869,13.66,-3.195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 01:20:00,NA,2.775262,2.839319,2.828912,2.847253,2.928583,2.960992,2.984796,3.004205,3.077631,3.107934,3.248743,3.601343,3.021,80.08,138.02,89.71,99.43,13.37,0.78,3.44,2.3,2.25,5.17,15.41,2.41,1.697,5.82,12.69,1.19,3.042,81.74,140.78,91.51,95.37,12.82,5.49,16.93,12.65,8.895001,3.13,12.69,1.21,24.88088,17.529824004,3.882916,65870,13.66,-3.17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 01:30:00,NA,2.825738,2.830286,2.842004,2.87008,2.921442,2.978754,2.988367,3.006891,3.026697,3.089777,3.256494,3.613702,3.021,80.08,138.02,89.71,99.43,13.37,0.78,3.44,2.3,2.25,5.17,15.41,2.41,1.697,5.82,12.69,1.19,3.003,81.54,140.61,91.4,95.25,12.82,5.47,16.88,12.65,8.897,3.13,12.72,1.21,24.87967,17.528971498500002,3.886674,65871,13.66,-3.197,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 01:40:00,NA,2.845514,2.823205,2.85354,2.879755,2.939355,2.97558,2.981897,2.996179,2.974512,3.007165,3.261499,3.625421,3.021,80.08,138.02,89.71,99.43,13.37,0.78,3.44,2.3,2.25,5.17,15.41,2.41,1.697,5.82,12.69,1.19,2.992,81.49,140.58,91.38,95.19,12.81,5.48,16.89,12.65,8.892,3.13,12.75,1.21,24.87902,17.528513541000002,3.892777,65872,13.61,-3.232,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 01:50:00,NA,2.863702,2.838434,2.880853,2.915246,2.957117,3.005243,2.996576,2.97204,2.980615,3.013635,3.145227,3.640741,3.021,80.08,138.02,89.71,99.43,13.37,0.78,3.44,2.3,2.25,5.17,15.41,2.41,1.697,5.82,12.69,1.19,2.983,81.38,140.45,91.29,95.14,12.81,5.49,16.91,12.64,8.89,3.13,12.76,1.21,24.88097,17.529887413500003,3.897913,65873,13.62,-3.27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 02:00:00,NA,2.804773,2.839014,2.805902,2.862634,2.942132,2.997858,2.99566,2.986719,2.960046,2.984796,3.126764,3.646539,3.021,80.08,138.02,89.71,99.43,13.37,0.78,3.44,2.3,2.25,5.17,15.41,2.41,1.697,5.82,12.69,1.19,2.967,81.31,140.4,91.26,95.11,12.81,5.48,16.9,12.64,8.889,3.13,12.76,1.21,24.88132,17.530134006,3.90177,65874,13.61,-3.327,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 02:10:00,NA,2.770563,2.748163,2.759576,2.805048,2.935907,2.976892,2.994348,2.988855,2.920465,2.959375,2.997644,3.651514,2.937,79.82,137.96,89.68,99.19,13.37,0.81,3.55,2.29,2.24,5.18,15.43,2.41,1.698,5.82,12.74,1.2,2.971,81.39,140.51,91.33,95.14,12.81,5.49,16.93,12.64,8.886,3.13,12.75,1.2,24.8806,17.52962673,3.904905,65875,13.6,-3.388,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 02:20:00,NA,2.736932,2.729242,2.739404,2.763422,2.8341,2.954462,3.004114,3.013391,2.901788,2.929803,2.95025,3.658136,2.937,79.82,137.96,89.68,99.19,13.37,0.81,3.55,2.29,2.24,5.18,15.43,2.41,1.698,5.82,12.74,1.2,2.968,81.37,140.49,91.32,95.13,12.81,5.48,16.88,12.64,8.887,3.13,12.75,1.2,24.8815,17.530260825,3.910767,65876,13.6,-3.48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 02:30:00,NA,2.762842,2.731988,2.767419,2.79046,2.83291,2.963861,2.996454,3.021356,2.97796,2.919336,2.963098,3.661676,2.937,79.82,137.96,89.68,99.19,13.37,0.81,3.55,2.29,2.24,5.18,15.43,2.41,1.698,5.82,12.74,1.2,2.965,81.35,140.47,91.31,95.13,12.81,5.47,16.87,12.63,8.883,3.13,12.76,1.2,24.87963,17.528943316499998,3.91659,65877,13.65,-3.575,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 02:40:00,NA,2.747186,2.744928,2.777032,2.771539,2.787652,2.898401,2.984979,3.008661,2.964014,2.920221,3.05581,3.667657,2.937,79.82,137.96,89.68,99.19,13.37,0.81,3.55,2.29,2.24,5.18,15.43,2.41,1.698,5.82,12.74,1.2,2.939,81.2,140.34,91.22,95.03,12.81,5.49,16.91,12.63,8.883,3.13,12.76,1.2,24.88112,17.529993096,3.921841,65878,13.65,-3.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 02:50:00,NA,2.771051,2.757043,2.748285,2.762262,2.801752,2.978815,2.962427,3.017145,2.960016,2.959161,2.946405,3.673639,2.937,79.82,137.96,89.68,99.19,13.37,0.81,3.55,2.29,2.24,5.18,15.43,2.41,1.698,5.82,12.74,1.2,2.937,81.22,140.37,91.24,94.9,12.79,5.49,16.91,12.63,8.883,3.13,12.78,1.2,24.87816,17.527907628,3.926807,65879,13.67,-3.599,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 03:00:00,NA,2.73858,2.762384,2.76159,2.760095,2.777185,2.890161,2.975427,2.98916,2.981348,2.940881,3.096643,3.677576,2.859,79.46,137.68,89.49,98.88,13.36,0.8,3.52,2.34,2.29,5.19,15.47,2.41,1.696,5.82,11.85,1.2,2.942,81.25,140.4,91.26,95.01,12.81,5.48,16.89,12.63,8.88,3.13,12.76,1.2,24.87924,17.528668542,3.928963,65880,13.67,-3.531,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 03:10:00,NA,2.770715,2.759332,2.751123,2.740106,2.762262,2.964899,3.004419,2.959253,2.905817,2.924066,3.076532,3.680627,2.859,79.46,137.68,89.49,98.88,13.36,0.8,3.52,2.34,2.29,5.19,15.47,2.41,1.696,5.82,11.85,1.2,2.935,81.22,140.38,91.25,94.97,12.8,5.49,16.92,12.63,8.878,3.13,12.75,1.2,24.87917,17.528619223499998,3.931406,65881,13.68,-3.466,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 03:20:00,NA,2.745294,2.747613,2.840112,2.883813,2.977685,2.995325,3.008905,2.972314,2.964502,2.939691,3.245172,3.682214,2.859,79.46,137.68,89.49,98.88,13.36,0.8,3.52,2.34,2.29,5.19,15.47,2.41,1.696,5.82,11.85,1.2,3.013,81.54,140.58,91.38,95.2,12.81,5.48,16.91,12.63,8.880999,3.13,12.72,1.2,24.88198,17.530599009,3.931433,65882,13.67,-3.423,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 03:30:00,NA,2.708307,2.757806,2.798791,2.88009,2.964563,2.96142,2.97149,2.961755,3.080072,3.121454,3.294549,3.686639,2.859,79.46,137.68,89.49,98.88,13.36,0.8,3.52,2.34,2.29,5.19,15.47,2.41,1.696,5.82,11.85,1.2,2.995,81.46,140.51,91.33,95.13,12.8,5.44,16.76,12.63,8.876001,3.13,12.71,1.2,24.87992,17.529147635999998,3.932443,65883,13.66,-3.342,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 03:40:00,NA,2.647485,2.765893,2.78045,2.813409,2.936731,2.925745,2.963647,3.061029,3.133966,3.194696,3.312402,3.68966,2.859,79.46,137.68,89.49,98.88,13.36,0.8,3.52,2.34,2.29,5.19,15.47,2.41,1.696,5.82,11.85,1.2,3.092,81.81,140.68,91.44,95.41,12.81,5.48,16.9,12.62,8.872,3.13,12.7,1.2,24.87881,17.5283655855,3.935051,65884,13.66,-3.237,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 03:50:00,NA,2.723871,2.736749,2.738489,2.768304,2.788476,2.915124,2.952081,3.005609,3.178003,3.243341,3.315301,3.693384,2.853,79.31,137.46,89.35,98.64,13.33,0.79,3.48,2.31,2.26,5.19,15.47,2.41,1.695,5.82,11.85,1.19,3.072,81.71,140.59,91.38,95.26,12.79,5.48,16.88,12.63,8.877,3.13,12.71,1.2,24.88121,17.5300565055,3.936061,65885,13.66,-3.116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 04:00:00,NA,2.755792,2.727289,2.764459,2.76626,2.842462,2.849817,2.873071,2.906366,2.87774,3.067895,3.328851,3.697198,2.853,79.31,137.46,89.35,98.64,13.33,0.79,3.48,2.31,2.26,5.19,15.47,2.41,1.695,5.82,11.85,1.19,3.063,81.8,140.8,91.52,95.22,12.79,5.48,16.88,12.62,8.872,3.13,12.77,1.2,24.87754,17.527470807,3.938368,65886,13.61,-3.006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 04:10:00,NA,2.79339,2.762811,2.76452,2.75387,2.764673,2.813928,2.879358,2.948846,2.847681,2.987573,3.333368,3.703058,2.853,79.31,137.46,89.35,98.64,13.33,0.79,3.48,2.31,2.26,5.19,15.47,2.41,1.695,5.82,11.85,1.19,3.075,81.77,140.69,91.45,95.22,12.79,5.48,16.91,12.62,8.869001,3.13,12.77,1.2,24.87682,17.526963531,3.941276,65887,13.61,-2.885,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 04:20:00,NA,2.758996,2.770013,2.753046,2.744226,2.739709,2.799982,2.873559,2.961694,2.89657,2.923669,3.307062,3.704919,2.853,79.31,137.46,89.35,98.64,13.33,0.79,3.48,2.31,2.26,5.19,15.47,2.41,1.695,5.82,11.85,1.19,3.111,81.92,140.78,91.51,95.44,12.8,5.47,16.86,12.62,8.871,3.13,12.77,1.2,24.8776,17.527513080000002,3.9440210000000002,65888,13.61,-2.756,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 04:30:00,NA,2.801752,2.760278,2.713098,2.719171,2.785791,2.864862,2.90896,2.98089,2.938318,2.893854,3.350702,3.707788,2.853,79.31,137.46,89.35,98.64,13.33,0.79,3.48,2.31,2.26,5.19,15.47,2.41,1.695,5.82,11.85,1.19,3.055,81.68,140.62,91.4,95.23,12.8,5.49,16.91,12.61,8.869001,3.13,12.75,1.2,24.87693,17.5270410315,3.947749,65889,13.61,-2.654,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 04:40:00,NA,2.823785,2.736383,2.720361,2.708795,2.732202,2.88241,2.849786,2.99151,2.997034,2.903497,3.344079,3.713403,2.853,79.31,137.46,89.35,98.64,13.33,0.79,3.48,2.31,2.26,5.19,15.47,2.41,1.695,5.82,11.85,1.19,3.027,81.67,140.74,91.48,95.17,12.8,5.13,NA,12.61,8.867,3.13,12.66,1.2,24.8773,17.527301715,3.951464,65890,13.61,-2.56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CCR,51,2025-01-16 04:50:00,NA,2.788202,2.724115,2.710321,2.696069,2.733331,2.779321,2.941125,2.943292,2.937311,2.919885,3.349359,3.715204,2.853,79.31,137.46,89.35,98.64,13.33,0.79,3.48,2.31,2.26,5.19,15.47,2.41,1.695,5.82,11.85,1.19,3.053,81.72,140.7,91.45,95.2,12.79,5.48,16.9,12.61,8.866,3.13,12.74,1.2,24.8742,17.52511761,3.953841,65891,13.59,-2.461,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 05:00:00,NA,2.774225,2.749567,2.712579,2.696374,2.740533,2.890619,2.955591,2.986536,3.023218,2.95083,3.355951,3.716669,2.853,79.31,137.46,89.35,98.64,13.33,0.79,3.48,2.31,2.26,5.19,15.47,2.41,1.695,5.82,11.85,1.19,3.067,81.73,140.66,91.43,95.28,12.8,5.48,16.9,12.61,8.866,3.13,12.74,1.2,24.87883,17.528379676500002,3.954456,65892,13.63,-2.348,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 05:10:00,NA,2.842004,2.771204,2.730951,2.697137,2.849481,2.959833,2.975152,2.955469,2.994256,2.953668,3.323328,3.719507,2.853,79.31,137.46,89.35,98.64,13.33,0.79,3.48,2.31,2.26,5.19,15.47,2.41,1.695,5.82,11.85,1.19,3.005,81.43,140.42,91.27,95.03,12.79,5.49,16.92,12.6,8.861999,3.13,12.74,1.2,24.87601,17.526392845500002,3.957393,65893,13.63,-2.249,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 05:20:00,NA,2.81933,2.78103,2.751428,2.74566,2.830377,2.906305,2.957788,2.962793,3.013818,2.96853,3.141901,3.721643,2.853,79.31,137.46,89.35,98.64,13.33,0.79,3.48,2.31,2.26,5.19,15.47,2.41,1.695,5.82,11.85,1.19,3.061,81.57,140.41,91.27,95.2,12.79,5.48,16.9,12.6,8.861999,3.13,12.73,1.2,24.87625,17.5265619375,3.95902,65894,13.63,-2.171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 05:30:00,NA,2.861536,2.810754,2.786279,2.792383,2.901025,2.968927,2.978906,2.997552,2.969293,2.98443,3.159753,3.72503,2.853,79.31,137.46,89.35,98.64,13.33,0.79,3.48,2.31,2.26,5.19,15.47,2.41,1.695,5.82,11.85,1.19,3.019,81.41,140.33,91.21,95.07,12.79,5.48,16.88,12.6,8.86,3.13,12.71,1.2,24.87816,17.527907628,3.960454,65895,13.63,-2.115,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 05:40:00,NA,2.943109,2.820459,2.79043,2.934839,2.972223,2.988367,2.960901,2.999444,2.968225,2.997583,3.175775,3.735895,2.893,79.34,137.32,89.25,98.48,13.29,0.86,3.76,2.39,2.34,5.19,15.48,2.4,1.693,5.82,12.61,1.21,3.07,81.62,140.45,91.29,95.16,12.78,5.47,16.87,12.6,8.857,3.13,12.71,1.2,24.87581,17.5262519355,3.911326,65896,13.63,-2.029,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 05:50:00,NA,2.874353,2.806665,2.784296,2.789056,2.954767,3.009851,2.995111,3.083581,2.981836,3.01156,3.319299,3.720483,2.893,79.34,137.32,89.25,98.48,13.29,0.86,3.76,2.39,2.34,5.19,15.48,2.4,1.693,5.82,12.61,1.21,3.109,81.74,140.47,91.31,95.28,12.78,5.5,16.96,12.6,8.857,3.13,12.72,1.2,24.87724,17.527259442000002,3.93127,65897,13.64,-1.968,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 06:00:00,NA,2.831048,2.8323,2.798913,2.76745,2.826013,2.941949,3.007928,3.042749,3.050928,2.993066,3.265405,3.723962,2.893,79.34,137.32,89.25,98.48,13.29,0.86,3.76,2.39,2.34,5.19,15.48,2.4,1.693,5.82,12.61,1.21,3.14,81.81,140.45,91.29,95.35,12.78,5.47,16.85,12.59,8.854,3.13,12.69,1.2,24.87446,17.525300793,3.948882,65898,13.64,-1.925,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 06:10:00,NA,2.881311,2.811517,2.793787,2.764734,2.906824,2.947473,2.959405,2.980585,2.94668,3.017328,3.171197,3.731531,2.893,79.34,137.32,89.25,98.48,13.29,0.86,3.76,2.39,2.34,5.19,15.48,2.4,1.693,5.82,12.61,1.21,3.12,81.76,140.46,91.3,95.27,12.78,5.48,16.89,12.59,8.854,3.13,12.69,1.2,24.87766,17.527555353,3.957995,65899,13.64,-1.922,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 06:20:00,NA,2.853082,2.809717,2.780664,2.782129,2.8435,2.958032,2.978387,2.991937,2.946527,2.980127,3.279352,3.740014,2.893,79.34,137.32,89.25,98.48,13.29,0.86,3.76,2.39,2.34,5.19,15.48,2.4,1.693,5.82,12.61,1.21,3.101,81.68,140.42,91.27,95.2,12.78,5.48,16.88,12.59,8.853,3.13,12.68,1.2,24.87427,17.5251669285,3.966209,65900,13.64,-1.962,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 06:30:00,NA,2.850885,2.818658,2.819696,2.782007,2.80517,2.882349,2.980981,2.98913,2.981439,2.986444,3.341333,3.74447,2.894,79.25,137.17,89.16,98.38,13.28,0.86,3.75,2.36,2.31,5.19,15.47,2.4,1.691,5.82,11.85,1.2,3.074,81.63,140.44,91.29,95.15,12.78,5.47,16.85,12.59,8.854,3.13,12.72,1.2,24.87518,17.525808069,3.972662,65901,13.64,-1.976,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 06:40:00,NA,2.8547,2.8323,2.826471,2.77279,2.896142,2.907434,2.950464,2.998437,2.995752,2.997003,3.175989,3.75033,2.894,79.25,137.17,89.16,98.38,13.28,0.86,3.75,2.36,2.31,5.19,15.47,2.4,1.691,5.82,11.85,1.2,3.021,81.41,140.32,91.21,94.98,12.77,5.49,16.92,12.6,8.856,3.13,12.75,1.2,24.87523,17.5258432965,3.977106,65902,13.64,-1.989,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 06:50:00,NA,2.929132,2.850671,2.827051,2.795648,2.928003,3.002923,3.003473,3.012445,3.012781,3.031976,3.113092,3.757623,2.894,79.25,137.17,89.16,98.38,13.28,0.86,3.75,2.36,2.31,5.19,15.47,2.4,1.691,5.82,11.85,1.2,3.105,81.72,140.47,91.3,95.26,12.78,5.49,16.93,12.59,8.851,3.13,12.75,1.2,24.87425,17.5251528375,3.980416,65903,13.59,-2.051,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 07:00:00,NA,2.895959,2.8323,2.827234,2.792596,2.806451,2.896417,3.001977,3.031885,3.002801,3.032098,3.098657,3.761194,2.894,79.25,137.17,89.16,98.38,13.28,0.86,3.75,2.36,2.31,5.19,15.47,2.4,1.691,5.82,11.85,1.2,3.144,81.88,140.55,91.36,95.32,12.78,5.48,16.89,12.59,8.853,3.13,12.76,1.2,24.8767,17.526878985,3.984452,65904,13.6,-2.113,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 07:10:00,NA,2.897455,2.824152,2.817529,2.778711,2.971277,2.994928,3.014551,3.015314,2.974237,3.04043,3.241052,3.76684,2.894,79.25,137.17,89.16,98.38,13.28,0.86,3.75,2.36,2.31,5.19,15.47,2.4,1.691,5.82,11.85,1.2,3.111,81.74,140.47,91.31,95.1,12.76,5.49,16.92,12.59,8.852,3.13,12.76,1.2,24.87487,17.5255896585,3.988803,65905,13.6,-2.153,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 07:20:00,NA,2.875757,2.838037,2.794611,2.766199,2.91427,2.944788,2.955011,3.012079,2.999597,3.036462,3.259973,3.770929,2.859,79.2,137.24,89.21,98.29,13.28,0.81,3.54,2.34,2.29,5.19,15.47,2.4,1.692,5.82,11.85,1.2,3.064,81.53,140.32,91.21,95.08,12.77,5.49,16.92,12.58,8.847999,3.13,12.75,1.2,24.87614,17.526484437,3.991718,65906,13.63,-2.166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2025-01-16 07:30:00,NA,2.895257,2.818323,2.782098,2.776575,2.87832,2.945489,2.945886,2.951105,2.980615,3.036493,3.298883,3.773767,2.859,79.2,137.24,89.21,98.29,13.28,0.81,3.54,2.34,2.29,5.19,15.47,2.4,1.692,5.82,11.85,1.2,3.061,81.5,140.28,91.18,95.06,12.77,5.48,16.9,12.58,8.845,3.13,12.75,1.2,24.87487,17.5255896585,3.994524,65907,13.64,-2.179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
